股票代號    公司簡稱    開盤        最高        最低        昨收        漲停價      跌停價      當盤成交價  當盤成交量  累積成交量  
2302        麗正        4.68        4.80        4.55        4.49        4.93        4.05        4.73        2           170         
2303        聯電        13.80       14.40       13.80       13.70       15.05       12.35       13.85       25440       156999      
2329        華泰        8.18        8.81        8.18        8.01        8.81        7.21        8.81        29          4006        
2330        台積電      258.50      270.00      256.00      248.00      272.50      223.50      270.00      26925       156269      
2337        旺宏        23.15       24.25       22.85       22.05       24.25       19.85       24.25       68          59339       
2338        光罩        21.40       22.40       21.20       20.45       22.45       18.45       22.05       113         6735        
2342        茂矽        19.65       20.55       18.95       18.95       20.80       17.10       18.95       442         10746       
2344        華邦電      10.50       11.10       10.50       10.15       11.15       9.14        10.75       2097        43915       
2351        順德        38.40       38.40       36.20       35.05       38.55       31.55       36.20       29          805         
2363        矽統        6.77        6.77        6.77        6.16        6.77        5.55        6.77        15          710         
2369        菱生        7.10        7.58        7.10        7.03        7.73        6.33        7.43        90          2592        
2379        瑞昱        166.00      176.50      166.00      162.00      178.00      146.00      171.00      842         6830        
2388        威盛        17.50       18.45       17.30       16.95       18.60       15.30       18.00       71          1240        
2401        凌陽        7.79        8.08        7.61        7.42        8.16        6.68        7.99        55          1813        
2408        南亞科      47.10       49.70       47.10       45.20       49.70       40.70       48.65       1667        29838       
2434        統懋        5.70        5.86        5.35        5.86        6.44        5.28        -           -           12          
2436        偉詮電      20.50       21.50       20.40       19.75       21.70       17.80       21.00       61          1992        
2441        超豐        35.40       37.35       35.40       35.00       38.50       31.50       35.80       216         1368        
2449        京元電子    31.50       31.80       30.70       29.60       32.55       26.65       30.70       612         14497       
2451        創見        68.50       72.50       66.10       69.20       76.10       62.30       66.10       587         1780        
2454        聯發科      296.00      301.00      287.00      274.00      301.00      247.00      301.00      856         17020       
2458        義隆        73.10       76.50       72.70       70.00       77.00       63.00       75.20       103         5401        
2481        強茂        14.30       15.05       14.30       13.70       15.05       12.35       15.05       14          2430        
3006        晶豪科      25.20       26.35       24.90       24.05       26.45       21.65       25.95       93          2779        
3014        聯陽        36.00       37.55       35.90       34.15       37.55       30.75       37.55       46          2733        
3016        嘉晶        48.00       49.95       47.55       45.85       50.40       41.30       47.65       382         12490       
3034        聯詠        154.50      164.00      145.50      152.00      167.00      137.00      152.00      1247        14637       
3035        智原        30.70       32.05       30.50       29.15       32.05       26.25       32.05       18          3240        
3041        揚智        11.95       12.65       11.80       11.55       12.70       10.40       12.35       97          3392        
3054        立萬利      20.70       23.45       20.70       21.60       23.75       19.45       22.90       7           59          
3094        聯傑        14.30       15.30       14.30       14.25       15.65       12.85       15.00       16          456         
3189        景碩        32.60       33.95       31.90       31.05       34.15       27.95       33.40       160         7519        
3257        虹冠電      45.20       46.90       45.20       45.10       49.60       40.60       46.00       8           170         
3413        京鼎        95.10       101.50      95.10       92.70       101.50      83.50       101.50      10          1843        
3443        創意        166.00      174.00      166.00      160.00      176.00      144.00      170.00      75          1517        
3530        晶相光      63.20       67.70       63.10       62.10       68.30       55.90       66.30       105         3382        
3532        台勝科      131.50      138.50      131.50      126.00      138.50      113.50      138.00      81          2594        
3536        誠創        2.89        3.16        2.65        2.89        3.17        2.61        -           -           121         
3545        敦泰        26.30       27.10       25.90       25.10       27.60       22.60       26.65       172         6182        
3583        辛耘        35.00       36.95       35.00       34.10       37.50       30.70       36.25       8           571         
3588        通嘉        20.15       22.75       20.15       20.70       22.75       18.65       22.15       14          377         
3661        世芯-KY     156.00      163.00      154.50      148.50      163.00      134.00      161.50      295         8386        
3686        達能        3.00        3.09        2.86        2.95        3.24        2.66        2.90        17          908         
3711        日月光投控  51.00       54.50       51.00       50.20       55.20       45.20       54.20       6554        28973       
4919        新唐        27.60       29.50       27.60       27.20       29.90       24.50       29.15       44          1590        
4952        凌通        23.90       25.60       23.90       23.50       25.85       21.15       25.20       18          370         
4961        天鈺        20.00       21.20       20.00       19.30       21.20       17.40       21.20       5           829         
4967        十銓        27.15       28.45       25.00       26.45       29.05       23.85       25.80       357         15209       
4968        立積        96.50       101.50      94.50       92.70       101.50      83.50       101.50      5           5018        
5269        祥碩        639.00      670.00      622.00      617.00      678.00      556.00      626.00      89          2148        
5285        界霖        37.35       37.45       35.75       34.05       37.45       30.65       37.35       5           399         
5305        敦南        37.35       38.30       37.35       37.30       41.00       33.60       37.75       26          515         
5471        松翰        32.65       33.90       32.65       31.10       34.20       28.00       33.85       169         4512        
6202        盛群        57.80       60.00       57.40       55.00       60.50       49.50       60.00       119         1842        
6239        力成        70.30       74.40       68.80       68.90       75.70       62.10       70.60       2061        13439       
6243        迅杰        5.05        5.80        5.05        5.56        6.11        5.01        5.76        4           372         
6257        矽格        28.60       30.10       28.60       27.40       30.10       24.70       30.05       103         5461        
6271        同欣電      93.60       97.00       91.10       89.10       98.00       80.20       96.20       73          4411        
6415        矽力-KY     770.00      770.00      770.00      700.00      770.00      630.00      770.00      111         357         
6451        訊芯-KY     72.00       77.20       71.70       70.20       77.20       63.20       75.30       41          2418        
6525        捷敏-KY     43.00       45.90       43.00       41.95       46.10       37.80       45.25       10          223         
6531        愛普        77.00       81.60       74.60       74.20       81.60       66.80       81.60       10          5485        
6533        晶心科      69.40       72.70       68.40       66.10       72.70       59.50       72.70       1           697         
6552        易華電      41.60       43.50       41.20       40.20       44.20       36.20       41.50       43          1669        
6573        虹揚-KY     13.10       14.35       13.10       13.85       15.20       12.50       13.55       1           153         
8016        矽創        105.50      110.50      103.50      101.00      111.00      90.90       107.50      134         3757        
8028        昇陽半導體  38.00       39.50       37.10       35.95       39.50       32.40       39.50       7           2893        
8081        致新        89.90       94.20       89.90       86.00       94.60       77.40       93.70       40          1724        
8110        華東        7.08        7.17        6.81        6.52        7.17        5.87        7.17        8           1582        
8131        福懋科      29.50       31.10       29.50       28.70       31.55       25.85       30.50       34          1071        
8150        南茂        25.00       26.35       25.00       24.30       26.70       21.90       25.95       264         8256        
8261        富鼎        15.60       16.50       15.50       15.05       16.55       13.55       16.25       19          558         
8271        宇瞻        32.00       33.25       31.90       30.25       33.25       27.25       33.25       28          2279        
2301        光寶科      38.20       40.80       38.20       37.80       41.55       34.05       40.65       3673        14292       
2305        全友        3.59        3.74        3.53        3.49        3.83        3.15        3.67        22          433         
2324        仁寶        15.80       16.50       15.80       15.70       17.25       14.15       16.20       8059        25292       
2331        精英        7.57        7.98        7.56        7.47        8.21        6.73        7.84        39          838         
2352        佳世達      13.65       14.55       13.65       13.50       14.85       12.15       14.25       316         9824        
2353        宏碁        13.40       13.95       13.40       13.25       14.55       11.95       13.90       7331        24458       
2356        英業達      18.95       20.60       18.95       18.75       20.60       16.90       20.60       6234        15231       
2357        華碩        173.50      179.00      173.00      173.00      190.00      156.00      175.00      1203        6160        
2362        藍天        25.20       27.45       25.20       25.10       27.60       22.60       27.10       35          880         
2364        倫飛        1.30        1.54        1.30        1.40        1.54        1.26        -           -           86          
2365        昆盈        5.89        6.26        5.79        5.75        6.32        5.18        6.21        102         1020        
2376        技嘉        39.55       41.85       39.50       38.15       41.95       34.35       40.50       260         6421        
2377        微星        72.10       78.00       72.10       72.00       79.20       64.80       78.00       596         5714        
2380        虹光        3.20        3.30        3.10        3.07        3.37        2.77        3.20        10          223         
2382        廣達        52.40       56.00       52.40       51.70       56.80       46.55       54.80       2868        17781       
2387        精元        22.55       23.80       22.10       21.80       23.95       19.65       23.20       75          2105        
2395        研華        226.50      246.00      226.50      230.00      253.00      207.00      240.50      489         2151        
2397        友通        56.00       59.10       56.00       54.20       59.60       48.80       58.50       5           196         
2399        映泰        6.80        7.24        6.80        6.75        7.42        6.08        7.18        29          989         
2405        浩鑫        6.31        6.82        6.31        6.24        6.86        5.62        6.72        44          1635        
2417        圓剛        8.29        8.88        8.29        8.19        9.00        7.38        8.69        25          1960        
2424        隴華        21.00       21.00       21.00       21.00       23.10       18.90       -           -           1           
2425        承啟        24.45       25.70       24.45       24.50       26.95       22.05       25.60       28          652         
2442        新美齊      5.27        5.79        5.27        5.27        5.79        4.75        5.77        39          2569        
2465        麗臺        5.55        5.99        5.55        5.45        5.99        4.91        5.86        7           255         
3002        歐格        8.73        8.95        8.73        8.45        9.29        7.61        -           -           36          
3005        神基        39.95       43.00       39.95       39.10       43.00       35.20       43.00       15          1412        
3013        晟銘電      10.15       10.60       10.15       10.15       11.15       9.14        10.60       92          790         
3017        奇鋐        27.50       28.40       27.30       25.85       28.40       23.30       28.40       29          8945        
3022        威強電      28.55       30.50       28.45       27.75       30.50       25.00       30.25       19          672         
3046        建碁        6.50        6.89        6.50        6.62        7.28        5.96        6.62        3           53          
3057        喬鼎        3.92        4.06        3.92        3.91        4.30        3.52        4.05        8           374         
3060        銘異        10.60       10.85       10.30       9.90        10.85       8.91        10.85       3           1513        
3231        緯創        18.90       20.50       18.90       18.65       20.50       16.80       20.40       5060        26504       
3416        融程電      48.95       50.80       48.95       48.90       53.70       44.05       50.10       1           163         
3494        誠研        3.22        3.26        3.10        3.01        3.31        2.71        3.19        4           236         
3515        華擎        86.00       88.90       83.50       80.90       88.90       72.90       88.90       25          2619        
3701        大眾控      11.60       11.60       11.60       11.35       12.45       10.25       -           -           1           
3706        神達        24.30       25.50       24.00       23.40       25.70       21.10       25.10       464         13810       
3712        永崴投控    9.55        9.99        9.35        9.09        9.99        8.19        9.99        16          965         
4916        事欣科      21.00       21.75       21.00       20.40       22.40       18.40       21.70       14          542         
4938        和碩        49.00       52.70       49.00       48.10       52.90       43.30       51.80       2821        12589       
5215        科嘉-KY     48.00       49.90       47.95       45.40       49.90       40.90       49.90       7           942         
5258        虹堡        15.20       16.20       15.20       14.75       16.20       13.30       16.20       1           438         
5264        鎧勝-KY     36.50       37.45       36.00       34.50       37.95       31.05       37.00       124         3198        
6117        迎廣        10.05       11.00       10.05       10.35       11.35       9.32        -           -           33          
6128        上福        23.80       25.25       23.80       24.00       26.40       21.60       25.15       3           331         
6166        凌華        61.00       64.20       58.60       58.40       64.20       52.60       59.90       398         3276        
6172        互億        19.05       20.45       18.80       18.95       20.80       17.10       20.40       54          603         
6206        飛捷        56.00       59.70       56.00       54.50       59.90       49.05       59.00       20          383         
6230        超眾        227.00      227.00      213.50      207.50      228.00      187.00      213.50      317         4846        
6235        華孚        7.16        7.55        7.16        7.16        7.87        6.45        7.45        8           403         
6277        宏正        72.10       75.50       72.10       71.10       78.20       64.00       75.50       74          349         
6414        樺漢        133.50      137.00      128.00      129.00      141.50      116.50      132.50      83          2983        
6579        研揚        56.50       57.50       56.20       54.40       59.80       49.00       -           -           39          
6591        動力-KY     29.80       30.80       29.05       28.35       31.15       25.55       30.70       22          569         
6669        緯穎        613.00      628.00      590.00      577.00      634.00      520.00      611.00      733         3730        
8114        振樺電      65.30       70.00       65.30       65.90       72.40       59.40       69.60       20          300         
8163        達方        26.30       28.45       26.30       25.90       28.45       23.35       28.40       47          2431        
8210        勤誠        68.40       70.70       67.00       64.30       70.70       57.90       70.60       20          1705        
9912        偉聯        5.65        5.96        5.60        5.65        6.21        5.09        5.78        1           52          
2323        中環        6.10        6.38        6.07        5.93        6.52        5.34        6.24        433         16157       
2340        光磊        15.05       15.45       14.90       14.05       15.45       12.65       15.45       57          2300        
2349        錸德        3.63        3.78        3.51        3.44        3.78        3.10        3.78        51          6695        
2374        佳能        9.24        9.98        9.24        9.23        10.15       8.31        9.85        43          570         
2393        億光        22.10       23.15       22.05       21.15       23.25       19.05       22.90       103         2973        
2406        國碩        8.09        8.40        8.00        7.83        8.61        7.05        8.16        75          2331        
2409        友達        6.56        6.95        6.56        6.39        7.02        5.76        6.67        22386       152204      
2426        鼎元        8.28        8.88        8.28        8.10        8.91        7.29        8.79        45          1121        
2438        翔耀        5.00        5.30        5.00        5.00        5.50        4.50        -           -           34          
2448        晶電        25.90       26.25       24.95       23.90       26.25       21.55       26.10       716         23196       
2466        冠西電      31.10       31.40       31.10       31.30       34.40       28.20       31.40       1           56          
2486        一詮        5.35        5.43        5.08        4.97        5.46        4.48        5.39        10          682         
2489        瑞軒        6.06        6.49        6.06        6.00        6.60        5.40        6.44        135         2373        
2491        吉祥全      6.59        6.83        6.59        6.21        6.83        5.59        6.83        3           136         
2499        東貝        5.66        6.08        5.66        5.61        6.17        5.05        5.84        253         2275        
3008        大立光      3570.00     3575.00     3420.00     3250.00     3575.00     2925.00     3575.00     99          1512        
3019        亞光        54.80       57.50       54.00       52.30       57.50       47.10       57.50       112         5012        
