股票代號    公司簡稱    開盤        最高        最低        昨收        漲停價      跌停價      當盤成交價  當盤成交量  累積成交量  
2302        麗正        7.14        7.14        7.05        7.15        7.86        6.44        7.05        12          135         
2303        聯電        15.60       15.75       15.60       15.90       17.45       14.35       15.60       3039        47556       
2329        華泰        13.00       13.25       13.00       13.00       14.30       11.70       13.15       248         5268        
2330        台積電      317.00      320.50      316.50      322.00      354.00      290.00      318.50      4586        60324       
2337        旺宏        35.25       35.80       34.80       35.60       39.15       32.05       34.85       3141        50482       
2338        光罩        30.00       30.35       29.85       30.50       33.55       27.45       29.95       132         3063        
2342        茂矽        27.30       29.95       27.20       27.60       30.35       24.85       27.70       1096        35746       
2344        華邦電      16.70       17.00       16.55       17.00       18.70       15.30       16.55       2535        36574       
2351        順德        60.10       60.70       60.00       60.40       66.40       54.40       60.50       9           105         
2363        矽統        7.63        7.89        7.63        7.74        8.51        6.97        7.66        68          1880        
2369        菱生        10.20       10.65       10.20       10.35       11.35       9.32        10.65       168         4476        
2379        瑞昱        233.00      237.00      230.50      239.00      262.50      215.50      236.00      347         4913        
2388        威盛        29.80       30.45       29.50       29.75       32.70       26.80       29.85       123         1081        
2401        凌陽        11.40       11.50       11.35       11.45       12.55       10.35       11.40       31          1358        
2408        南亞科      81.60       82.50       81.30       83.30       91.60       75.00       81.40       628         14095       
2434        統懋        6.95        7.04        6.71        6.41        7.05        5.77        -           -           68          
2436        偉詮電      22.50       22.65       22.40       22.60       24.85       20.35       22.60       4           205         
2441        超豐        47.50       47.60       47.00       47.60       52.30       42.85       47.50       34          434         
2449        京元電子    33.95       34.05       33.80       34.35       37.75       30.95       33.80       432         6420        
2451        創見        77.50       79.30       77.50       77.80       85.50       70.10       78.60       28          691         
2454        聯發科      375.00      380.00      373.00      378.50      416.00      341.00      375.00      617         10831       
2458        義隆        86.30       87.30       86.10       87.30       96.00       78.60       86.80       151         1961        
2481        強茂        24.65       26.00       24.65       24.95       27.40       22.50       25.60       102         2933        
3006        晶豪科      35.05       35.70       35.00       35.45       38.95       31.95       35.05       71          1120        
3014        聯陽        43.85       44.90       43.60       44.20       48.60       39.80       44.40       89          3057        
3016        嘉晶        52.60       53.80       52.30       53.00       58.30       47.70       52.30       265         5650        
3034        聯詠        200.50      204.50      200.00      203.50      223.50      183.50      203.50      442         5070        
3035        智原        45.65       46.40       45.60       46.10       50.70       41.50       45.60       186         2229        
3041        揚智        17.90       18.65       17.75       18.00       19.80       16.20       17.75       220         6872        
3054        立萬利      24.05       24.40       24.05       23.95       26.30       21.60       24.10       5           593         
3094        聯傑        18.10       19.40       18.05       18.20       20.00       16.40       18.90       60          1099        
3189        景碩        53.80       54.30       52.60       54.30       59.70       48.90       52.60       398         5814        
3257        虹冠電      54.10       54.30       53.70       54.20       59.60       48.80       54.20       2           75          
3413        京鼎        174.50      176.50      172.00      177.50      195.00      160.00      173.00      117         1542        
3443        創意        230.00      236.00      230.00      232.00      255.00      209.00      230.00      111         946         
3530        晶相光      112.50      115.00      108.00      112.50      123.50      101.50      108.50      316         5880        
3532        台勝科      140.50      146.50      139.50      140.50      154.50      126.50      139.50      266         5041        
3536        誠創        4.85        4.85        4.80        4.87        5.35        4.39        4.80        8           34          
3545        敦泰        29.35       30.20       29.10       29.35       32.25       26.45       30.15       426         9250        
3583        辛耘        53.80       54.50       53.40       54.00       59.40       48.60       53.50       17          457         
3588        通嘉        28.70       28.70       28.00       28.90       31.75       26.05       28.40       2           207         
3661        世芯-KY     221.50      234.00      221.00      225.00      247.50      202.50      222.50      435         10272       
3686        達能        4.42        4.42        4.35        4.42        4.86        3.98        4.40        1           98          
3711        日月光投控  72.30       73.50       72.30       73.50       80.80       66.20       72.80       720         10062       
4919        新唐        42.70       42.70       42.10       42.90       47.15       38.65       42.10       83          836         
4952        凌通        30.30       30.75       30.10       30.30       33.30       27.30       30.65       7           142         
4961        天鈺        32.90       33.30       32.80       33.10       36.40       29.80       33.10       32          259         
4967        十銓        41.90       42.80       41.60       42.05       46.25       37.85       41.65       347         5069        
4968        立積        163.00      167.00      162.00      165.50      182.00      149.00      163.00      211         3353        
5269        祥碩        785.00      809.00      780.00      785.00      863.00      707.00      785.00      103         1374        
5285        界霖        55.70       58.50       55.70       55.70       61.20       50.20       57.10       14          350         
5305        敦南        40.95       41.00       40.90       40.90       44.95       36.85       40.90       20          239         
5471        松翰        35.00       35.60       34.50       35.00       38.50       31.50       34.50       128         2036        
6202        盛群        66.10       67.10       66.10       66.50       73.10       59.90       66.50       46          415         
6239        力成        105.50      108.50      104.00      109.00      119.50      98.10       105.50      763         6532        
6243        迅杰        9.20        9.30        9.11        9.30        10.20       8.37        9.25        5           70          
6257        矽格        34.75       35.30       34.75       35.15       38.65       31.65       34.85       208         1901        
6271        同欣電      153.50      156.50      153.00      154.50      169.50      139.50      153.00      269         3956        
6415        矽力-KY     1055.00     1070.00     1035.00     1075.00     1180.00     968.00      1045.00     40          319         
6451        訊芯-KY     132.00      133.50      130.50      134.50      147.50      121.50      132.00      81          1230        
6525        捷敏-KY     59.00       59.60       58.70       59.00       64.90       53.10       59.10       4           132         
6531        愛普        139.50      146.00      133.00      138.00      151.50      124.50      137.50      614         16603       
6533        晶心科      112.50      115.50      112.50      114.00      125.00      103.00      113.00      22          679         
