股票代號    公司簡稱    開盤        最高        最低        昨收        漲停價      跌停價      當盤成交價  當盤成交量  累積成交量  
2302        麗正        7.02        7.10        7.02        7.04        7.74        6.34        -           -           243         
2303        聯電        15.55       15.75       15.35       15.25       16.75       13.75       15.50       7653        88514       
2329        華泰        13.00       13.10       12.85       12.75       14.00       11.50       12.90       101         1604        
2330        台積電      318.50      320.00      316.00      311.00      342.00      280.00      317.50      6388        49523       
2337        旺宏        33.60       33.65       32.85       31.70       34.85       28.55       32.85       2954        60386       
2338        光罩        28.90       29.30       28.70       27.70       30.45       24.95       28.75       272         4773        
2342        茂矽        30.00       30.65       28.85       29.70       32.65       26.75       29.80       1252        22461       
2344        華邦電      16.30       16.50       16.20       15.80       17.35       14.25       16.30       2608        26252       
2351        順德        61.00       61.00       58.70       58.90       64.70       53.10       58.70       31          422         
2363        矽統        7.58        7.65        7.44        7.35        8.08        6.62        7.50        39          1206        
2369        菱生        11.35       11.35       10.75       10.95       12.00       9.86        10.75       232         4437        
2379        瑞昱        230.00      230.50      226.50      225.00      247.50      202.50      228.50      565         4681        
2388        威盛        29.80       29.80       28.60       27.75       30.50       25.00       28.80       32          778         
2401        凌陽        11.15       11.30       11.05       10.95       12.00       9.86        11.10       29          1012        
2408        南亞科      79.00       79.00       77.60       76.30       83.90       68.70       77.80       1056        16033       
2434        統懋        6.71        7.00        6.71        7.00        7.70        6.30        -           -           12          
2436        偉詮電      22.30       22.65       22.10       21.65       23.80       19.50       22.40       84          986         
2441        超豐        46.20       47.10       46.20       46.00       50.60       41.40       46.70       63          783         
2449        京元電子    33.80       34.00       33.15       32.30       35.50       29.10       33.50       232         5814        
2451        創見        78.70       80.60       78.70       78.00       85.80       70.20       80.00       34          1219        
2454        聯發科      373.00      378.50      371.00      363.00      399.00      327.00      372.00      912         9995        
2458        義隆        85.10       87.50       84.70       83.40       91.70       75.10       86.60       131         4467        
2481        強茂        25.15       25.30       25.00       24.50       26.95       22.05       25.10       55          1509        
3006        晶豪科      35.55       35.95       35.30       34.80       38.25       31.35       35.55       67          1920        
3014        聯陽        45.70       45.95       45.05       44.85       49.30       40.40       45.20       110         3837        
3016        嘉晶        55.80       56.00       54.00       54.80       60.20       49.35       54.10       949         15396       
3034        聯詠        202.00      204.50      201.50      197.50      217.00      178.00      201.50      279         3676        
3035        智原        46.50       46.60       45.55       45.00       49.50       40.50       45.55       155         1933        
3041        揚智        17.60       17.85       17.40       17.10       18.80       15.40       17.45       101         2133        
3054        立萬利      24.95       24.95       24.10       24.25       26.65       21.85       24.10       3           25          
3094        聯傑        19.30       19.35       18.85       18.95       20.80       17.10       18.85       54          832         
3189        景碩        54.50       54.60       52.50       52.80       58.00       47.55       52.60       296         4917        
3257        虹冠電      54.20       54.20       53.60       53.60       58.90       48.25       54.00       1           35          
3413        京鼎        171.00      172.50      167.50      166.00      182.50      149.50      167.50      51          814         
3443        創意        224.00      233.00      224.00      222.00      244.00      200.00      231.00      66          1201        
3530        晶相光      113.00      115.50      110.00      107.50      118.00      96.80       113.00      411         8147        
3532        台勝科      144.50      146.00      138.00      142.00      156.00      128.00      138.00      292         2570        
3536        誠創        4.32        4.60        4.31        4.55        5.00        4.10        4.60        2           17          
3545        敦泰        30.50       32.00       30.40       30.15       33.15       27.15       31.05       428         13182       
3583        辛耘        53.40       54.30       53.40       52.40       57.60       47.20       53.40       13          268         
3588        通嘉        29.50       29.50       28.60       29.20       32.10       26.30       28.60       8           205         
3661        世芯-KY     223.50      237.00      221.50      216.00      237.50      194.50      229.00      480         12959       
3686        達能        4.28        4.35        4.27        4.30        4.73        3.87        4.35        5           40          
3711        日月光投控  71.00       72.90       71.00       70.10       77.10       63.10       72.50       1684        12983       
4919        新唐        42.20       42.20       41.40       41.15       45.25       37.05       41.40       32          751         
4952        凌通        30.85       30.90       30.65       30.75       33.80       27.70       30.70       6           86          
4961        天鈺        32.65       32.65       32.15       31.60       34.75       28.45       32.20       8           328         
4967        十銓        44.85       45.65       43.70       43.25       47.55       38.95       43.85       413         10426       
4968        立積        171.50      176.50      165.00      164.50      180.50      148.50      166.00      559         16505       
5269        祥碩        800.00      839.00      789.00      771.00      848.00      694.00      827.00      109         1766        
5285        界霖        56.50       56.50       54.60       53.60       58.90       48.25       54.60       18          208         
5305        敦南        40.85       40.95       40.75       40.85       44.90       36.80       40.80       14          258         
5471        松翰        35.10       36.00       35.00       35.10       38.60       31.60       35.60       199         4293        
6202        盛群        65.50       66.80       65.10       64.50       70.90       58.10       65.80       88          1244        
6239        力成        105.00      105.50      103.50      101.50      111.50      91.40       103.50      378         2853        
6243        迅杰        9.39        9.39        9.15        9.00        9.90        8.10        -           -           40          
6257        矽格        35.15       35.30       34.90       34.45       37.85       31.05       35.00       147         3492        
