股票代號    公司簡稱    開盤        最高        最低        昨收        漲停價      跌停價      當盤成交價  當盤成交量  累積成交量  
2302        麗正        6.21        6.54        6.21        6.65        7.31        5.99        6.46        3           168         
2303        聯電        14.95       15.25       14.80       15.05       16.55       13.55       14.95       8555        82856       
2329        華泰        12.05       12.50       11.90       12.35       13.55       11.15       12.35       235         3278        
2330        台積電      301.50      309.00      301.00      305.50      336.00      275.00      307.00      4964        71792       
2337        旺宏        32.90       34.80       32.70       33.50       36.85       30.15       34.80       2751        61078       
2338        光罩        29.50       30.35       28.75       27.60       30.35       24.85       30.35       25          21602       
2342        茂矽        28.30       31.00       28.30       28.20       31.00       25.40       30.60       304         33636       
2344        華邦電      15.25       16.15       15.25       15.60       17.15       14.05       16.15       2030        27381       
2351        順德        55.00       56.50       54.00       56.00       61.60       50.40       56.50       11          511         
2363        矽統        7.45        7.71        7.43        7.66        8.42        6.90        7.71        78          2450        
2369        菱生        10.35       11.00       10.30       10.60       11.65       9.54        11.00       216         3528        
2379        瑞昱        227.00      231.00      227.00      229.50      252.00      207.00      228.00      358         3876        
2388        威盛        25.40       27.00       25.40       26.70       29.35       24.05       26.95       26          1089        
2401        凌陽        10.40       10.75       10.25       10.65       11.70       9.59        10.65       50          1888        
2408        南亞科      73.00       75.40       73.00       74.80       82.20       67.40       74.90       563         11104       
2434        統懋        6.70        6.90        6.66        6.91        7.60        6.22        -           -           13          
2436        偉詮電      25.40       25.45       23.30       25.60       28.15       23.05       24.00       176         3842        
2441        超豐        44.60       45.55       44.45       45.55       50.10       41.00       45.55       28          1158        
2449        京元電子    32.65       33.60       32.65       32.80       36.05       29.55       33.30       301         7268        
2451        創見        76.00       77.60       76.00       77.80       85.50       70.10       76.40       49          1727        
2454        聯發科      363.50      373.50      362.00      366.50      403.00      330.00      373.50      814         11806       
2458        義隆        85.80       87.20       85.40       86.50       95.10       77.90       86.40       322         3883        
2481        強茂        23.65       24.85       23.60       24.05       26.45       21.65       24.75       62          2050        
3006        晶豪科      33.50       34.40       32.95       33.85       37.20       30.50       34.00       132         2741        
3014        聯陽        46.40       47.25       45.30       46.40       51.00       41.80       47.00       188         5675        
3016        嘉晶        49.90       55.60       49.65       50.60       55.60       45.55       55.60       463         16810       
3034        聯詠        193.00      199.00      191.50      195.00      214.50      175.50      194.00      466         6234        
3035        智原        40.30       43.85       40.30       42.80       47.05       38.55       43.80       71          2819        
3041        揚智        17.05       17.20       16.40       17.35       19.05       15.65       17.15       64          2633        
3054        立萬利      24.40       26.25       24.40       26.15       28.75       23.55       25.40       2           194         
3094        聯傑        18.20       18.80       18.05       18.60       20.45       16.75       18.75       13          614         
3189        景碩        48.00       50.00       47.50       49.20       54.10       44.30       49.60       158         3604        
3257        虹冠電      48.95       49.10       46.00       50.00       55.00       45.00       47.05       10          661         
3413        京鼎        146.50      151.00      144.50      152.00      167.00      137.00      150.50      73          2368        
3443        創意        215.00      221.50      213.00      222.00      244.00      200.00      219.00      48          1272        
3530        晶相光      105.00      109.00      103.00      105.00      115.50      94.50       109.00      229         5108        
3532        台勝科      138.50      153.50      138.50      140.00      154.00      126.00      150.50      227         5274        
3536        誠創        4.10        4.49        4.00        4.38        4.81        3.95        -           -           87          
3545        敦泰        31.00       32.85       30.80       30.50       33.55       27.45       31.15       721         28508       
3583        辛耘        50.00       50.80       49.10       50.60       55.60       45.55       50.80       22          878         
3588        通嘉        26.10       27.70       26.05       27.70       30.45       24.95       27.70       11          492         
3661        世芯-KY     214.00      234.50      210.00      216.00      237.50      194.50      234.00      447         12775       
3686        達能        4.18        4.60        4.14        4.23        4.65        3.81        4.57        51          283         
3711        日月光投控  67.40       68.80       66.60       68.90       75.70       62.10       68.00       747         10216       
4919        新唐        42.50       42.80       41.45       43.40       47.70       39.10       42.20       88          2101        
4952        凌通        35.20       35.20       32.20       35.75       39.30       32.20       32.30       16          2932        
4961        天鈺        29.55       31.00       29.55       30.85       33.90       27.80       30.80       17          778         
4967        十銓        43.40       46.40       42.30       43.90       48.25       39.55       46.20       194         7524        
4968        立積        158.00      165.00      157.00      159.50      175.00      144.00      165.00      248         5830        
5269        祥碩        832.00      869.00      816.00      832.00      915.00      749.00      859.00      112         1809        
5285        界霖        50.00       52.70       50.00       51.50       56.60       46.35       52.70       5           336         
