股票代號    公司簡稱    開盤        最高        最低        昨收        漲停價      跌停價      當盤成交價  當盤成交量  累積成交量  
2302        麗正        7.22        7.27        7.11        7.27        7.99        6.55        -           -           105         
2303        聯電        15.90       15.95       15.80       16.05       17.65       14.45       15.80       5398        42342       
2329        華泰        12.95       13.00       12.80       13.20       14.50       11.90       12.95       58          2480        
2330        台積電      319.50      321.50      319.50      325.00      357.50      292.50      320.00      4681        41452       
2337        旺宏        35.40       36.45       35.35       35.80       39.35       32.25       36.00       2444        49432       
2338        光罩        30.75       31.10       30.40       31.25       34.35       28.15       30.60       284         3606        
2342        茂矽        24.00       25.80       23.70       23.50       25.85       21.15       25.50       770         24582       
2344        華邦電      16.90       17.25       16.75       17.00       18.70       15.30       16.90       2155        34165       
2351        順德        61.90       61.90       60.30       61.90       68.00       55.80       60.90       10          514         
2363        矽統        7.85        7.85        7.68        7.87        8.65        7.09        7.71        59          972         
2369        菱生        10.25       10.30       10.15       10.40       11.40       9.36        10.20       50          2082        
2379        瑞昱        242.00      243.50      239.00      245.50      270.00      221.00      239.00      280         2742        
2388        威盛        30.55       30.55       30.10       30.80       33.85       27.75       30.10       61          692         
2401        凌陽        11.75       11.80       11.65       11.85       13.00       10.70       11.65       31          1137        
2408        南亞科      82.60       85.60       82.60       84.40       92.80       76.00       84.50       847         11109       
2434        統懋        6.81        7.09        6.81        7.04        7.74        6.34        7.09        1           4           
2436        偉詮電      23.00       23.00       22.65       23.05       25.35       20.75       22.70       26          295         
2441        超豐        47.85       47.90       47.20       48.25       53.00       43.45       47.70       101         878         
2449        京元電子    34.05       35.10       33.90       34.40       37.80       31.00       35.10       799         4965        
2451        創見        78.20       79.00       77.60       78.20       86.00       70.40       78.00       48          652         
2454        聯發科      382.50      384.50      376.00      388.00      426.50      349.50      377.00      894         13021       
2458        義隆        86.80       87.60       86.40       88.00       96.80       79.20       87.00       212         2128        
2481        強茂        25.00       25.25       24.75       25.15       27.65       22.65       24.90       20          1334        
3006        晶豪科      35.65       35.90       35.45       36.05       39.65       32.45       35.45       73          1265        
3014        聯陽        42.50       44.75       42.40       41.60       45.75       37.45       44.35       235         9184        
3016        嘉晶        52.10       53.90       52.00       52.90       58.10       47.65       53.20       368         5554        
3034        聯詠        200.00      204.00      200.00      205.00      225.50      184.50      203.50      289         4396        
3035        智原        47.10       47.55       46.50       47.65       52.40       42.90       46.80       99          2559        
3041        揚智        17.55       18.00       17.50       17.80       19.55       16.05       17.75       54          1548        
3054        立萬利      24.50       24.50       24.10       24.35       26.75       21.95       -           -           14          
3094        聯傑        18.20       18.65       18.15       18.25       20.05       16.45       18.50       16          531         
3189        景碩        54.00       57.00       53.70       54.20       59.60       48.80       55.80       760         18388       
3257        虹冠電      54.90       55.20       54.50       55.00       60.50       49.50       54.80       4           95          
3413        京鼎        184.00      184.50      179.50      188.00      206.50      169.50      181.00      67          1207        
3443        創意        228.00      236.00      228.00      234.00      257.00      211.00      236.00      60          559         
3530        晶相光      106.00      108.00      105.50      108.50      119.00      97.70       108.00      170         1465        
3532        台勝科      145.00      146.00      142.00      147.00      161.50      132.50      143.50      267         3173        
3536        誠創        4.98        4.98        4.64        4.98        5.47        4.49        -           -           12          
