股票代號    公司簡稱    開盤        最高        最低        昨收        漲停價      跌停價      當盤成交價  當盤成交量  累積成交量  
2302        麗正        4.94        4.94        4.49        4.98        5.47        4.49        4.49        1           527
2303        聯電        13.75       13.80       13.10       13.80       15.15       12.45       13.70       11186       151396
2329        華泰        8.90        8.90        8.01        8.90        9.79        8.01        8.01        40          5185
2330        台積電      252.00      253.00      235.50      257.50      283.00      232.00      248.00      11164       160180
2337        旺宏        24.00       24.30       22.05       24.50       26.95       22.05       22.05       198         86053
2338        光罩        21.80       22.00       20.45       22.70       24.95       20.45       20.45       53          10063
2342        茂矽        20.10       20.70       18.95       21.05       23.15       18.95       18.95       44          5513
2344        華邦電      10.70       11.00       10.15       11.25       12.35       10.15       10.15       173         47779
2351        順德        38.50       38.50       35.05       38.90       42.75       35.05       35.05       10          1371
2363        矽統        5.40        6.16        5.35        5.60        6.16        5.04        6.16        26          10761
2369        菱生        7.65        7.65        7.03        7.81        8.59        7.03        7.03        12          4008
2379        瑞昱        173.00      175.00      162.00      180.00      198.00      162.00      162.00      43          8592
2388        威盛        18.35       18.35       16.95       18.80       20.65       16.95       16.95       9           1767
2401        凌陽        8.02        8.19        7.42        8.24        9.06        7.42        7.42        27          4319
2408        南亞科      47.60       48.70       45.20       50.20       55.20       45.20       45.20       108         26413
2434        統懋        5.40        5.86        5.13        5.70        6.27        5.13        5.86        2           79
2436        偉詮電      21.20       21.40       19.65       21.80       23.95       19.65       19.75       43          2891
2441        超豐        37.60       37.75       34.65       38.50       42.35       34.65       35.00       75          2034
2449        京元電子    30.90       31.30       28.45       30.90       33.95       27.85       29.60       508         19190
2451        創見        65.10       69.80       65.10       67.80       74.50       61.10       69.20       33          1874
2454        聯發科      291.00      298.50      273.00      301.50      331.50      271.50      274.00      1194        25657
2458        義隆        73.10       74.70       68.40       73.70       81.00       66.40       70.00       373         9313
2481        強茂        14.30       14.50       13.70       15.20       16.70       13.70       13.70       13          6819
3006        晶豪科      26.20       26.25       24.05       26.70       29.35       24.05       24.05       28          4362
3014        聯陽        36.50       36.50       33.50       37.20       40.90       33.50       34.15       55          3781
3016        嘉晶        50.90       51.30       45.85       50.90       55.90       45.85       45.85       247         20568
3034        聯詠        163.00      164.50      152.00      168.50      185.00      152.00      152.00      58          11171
3035        智原        31.10       31.65       29.15       32.35       35.55       29.15       29.15       92          5137
3041        揚智        12.60       12.70       11.55       12.80       14.05       11.55       11.55       5           4352
3054        立萬利      22.95       22.95       20.10       22.30       24.50       20.10       21.60       10          126
3094        聯傑        15.35       15.65       14.20       15.75       17.30       14.20       14.25       7           929
3189        景碩        33.80       33.80       31.05       34.50       37.95       31.05       31.05       15          5799
3257        虹冠電      46.85       46.85       44.50       46.85       51.50       42.20       45.10       19          455
3413        京鼎        103.00      103.00      92.70       103.00      113.00      92.70       92.70       8           2306
3443        創意        177.50      178.50      160.00      177.50      195.00      160.00      160.00      12          2407
3530        晶相光      66.00       66.00       62.10       68.90       75.70       62.10       62.10       2           2004
3532        台勝科      133.00      136.50      121.50      133.50      146.50      120.50      126.00      259         6635
3536        誠創        2.90        2.90        2.89        3.21        3.53        2.89        -           -           28
3545        敦泰        26.65       26.75       24.50       27.10       29.80       24.40       25.10       241         7628
3583        辛耘        36.10       36.50       34.10       37.85       41.60       34.10       34.10       30          946
3588        通嘉        20.80       20.80       19.10       21.20       23.30       19.10       20.70       18          762
3661        世芯-KY     162.00      164.00      148.50      165.00      181.50      148.50      148.50      9           8913
3686        達能        3.26        3.26        2.95        3.27        3.59        2.95        2.95        14          716
3711        日月光投控  53.00       53.30       49.95       55.50       61.00       49.95       50.20       891         26257
4919        新唐        30.00       30.00       27.20       30.20       33.20       27.20       27.20       15          2015
4952        凌通        25.50       25.50       23.45       26.05       28.65       23.45       23.50       3           799
4961        天鈺        20.90       21.00       19.30       21.40       23.50       19.30       19.30       26          1888
4967        十銓        26.45       27.00       26.45       29.35       32.25       26.45       26.45       3           1927
4968        立積        104.00      105.00      92.70       103.00      113.00      92.70       92.70       10          5347
5269        祥碩        694.00      700.00      617.00      685.00      753.00      617.00      617.00      1           1753
5285        界霖        36.75       37.35       33.85       37.40       41.10       33.70       34.05       9           827
5305        敦南        38.80       38.80       37.05       39.00       42.90       35.10       37.30       49          1006
5471        松翰        35.00       35.30       31.05       34.50       37.95       31.05       31.10       132         7315
6202        盛群        59.30       59.90       55.00       60.40       66.40       54.40       55.00       75          2867
6239        力成        75.70       75.80       68.40       76.00       83.60       68.40       68.90       487         11918
6243        迅杰        5.80        5.80        5.56        6.17        6.78        5.56        5.56        3           335
6257        矽格        29.50       29.80       27.20       30.20       33.20       27.20       27.40       176         9877
6271        同欣電      95.00       95.00       89.10       99.00       108.50      89.10       89.10       238         4878
6415        矽力-KY     717.00      745.00      666.00      712.00      783.00      641.00      700.00      151         3258
6451        訊芯-KY     76.40       77.40       70.20       78.00       85.80       70.20       70.20       16          1637
6525        捷敏-KY     45.00       45.00       41.40       46.00       50.60       41.40       41.95       21          718
6531        愛普        82.00       84.00       74.20       82.40       90.60       74.20       74.20       5           2569
6533        晶心科      71.90       71.90       66.10       73.40       80.70       66.10       66.10       46          1291
6552        易華電      42.20       43.20       40.20       44.65       49.10       40.20       40.20       3           1502
6573        虹揚-KY     14.00       14.15       13.85       15.35       16.85       13.85       13.85       2           172
8016        矽創        109.50      111.00      101.00      112.00      123.00      101.00      101.00      10          4212
8028        昇陽半導體  39.00       39.25       35.95       39.90       43.85       35.95       35.95       16          3534
8081        致新        95.30       95.30       84.60       93.90       103.00      84.60       86.00       77          2903
8110        華東        7.10        7.10        6.52        7.24        7.96        6.52        6.52        37          2846
8131        福懋科      30.40       30.70       28.70       31.50       34.65       28.35       28.70       62          2540
8150        南茂        24.90       25.50       22.50       25.00       27.50       22.50       24.30       1013        13136
8261        富鼎        16.30       16.50       15.05       16.70       18.35       15.05       15.05       2           672
8271        宇瞻        33.10       33.10       30.20       33.55       36.90       30.20       30.25       85          4014
2301        光寶科      38.60       38.75       37.70       39.10       43.00       35.20       37.80       897         16249
2305        全友        3.76        3.76        3.49        3.87        4.25        3.49        3.49        9           709
2324        仁寶        16.10       16.20       15.30       16.50       18.15       14.85       15.70       1749        37777
2331        精英        8.00        8.00        7.47        8.30        9.13        7.47        7.47        60          2098
2352        佳世達      14.00       14.40       13.50       14.95       16.40       13.50       13.50       71          14945
2353        宏碁        13.30       13.65       12.80       13.50       14.85       12.15       13.25       2827        28700
2356        英業達      19.20       19.65       18.75       19.90       21.85       17.95       18.75       1461        14398
2357        華碩        176.00      180.00      172.00      186.00      204.50      167.50      173.00      325         4835
2362        藍天        26.40       26.40       24.55       27.10       29.80       24.40       25.10       136         1449
2364        倫飛        1.47        1.47        1.40        1.55        1.70        1.40        -           -           140
2365        昆盈        5.80        5.80        5.52        5.80        6.38        5.22        5.75        102         1765
2376        技嘉        39.00       39.30       36.35       40.00       44.00       36.00       38.15       167         8706
2377        微星        70.20       72.50       68.50       73.20       80.50       65.90       72.00       312         7553
2380        虹光        3.31        3.39        3.07        3.41        3.75        3.07        3.07        5           425
2382        廣達        53.30       54.10       50.70       55.00       60.50       49.50       51.70       594         16586
2387        精元        24.00       24.00       21.80       24.20       26.60       21.80       21.80       5           2838
2395        研華        228.50      238.50      225.50      241.50      265.50      217.50      230.00      118         1839
2397        友通        56.00       56.00       53.80       59.70       65.60       53.80       54.20       4           294
2399        映泰        7.50        7.50        6.75        7.50        8.25        6.75        6.75        4           2323
2405        浩鑫        6.48        6.50        6.08        6.75        7.42        6.08        6.24        42          3073
