股票代號    公司簡稱    開盤        最高        最低        昨收        漲停價      跌停價      當盤成交價  當盤成交量  累積成交量  
2302        麗正        7.15        7.29        7.15        7.12        7.83        6.41        7.20        5           149         
2303        聯電        16.10       16.25       16.05       16.15       17.75       14.55       16.10       3362        30043       
2329        華泰        13.15       13.35       13.05       13.05       14.35       11.75       13.25       70          1767        
2330        台積電      322.50      327.00      322.00      322.00      354.00      290.00      326.50      5570        38610       
2337        旺宏        35.80       36.80       34.55       38.15       41.95       34.35       35.35       6104        211454      
2338        光罩        31.10       31.40       30.85       30.90       33.95       27.85       31.10       141         2388        
2342        茂矽        21.55       22.45       21.10       21.60       23.75       19.45       21.90       403         8374        
2344        華邦電      16.50       16.55       16.15       16.60       18.25       14.95       16.45       1027        30840       
2351        順德        62.50       63.40       62.40       62.40       68.60       56.20       62.50       6           440         
2363        矽統        7.82        7.88        7.80        7.80        8.58        7.02        7.87        79          685         
2369        菱生        10.40       10.80       10.35       10.40       11.40       9.36        10.55       175         3645        
2379        瑞昱        251.50      256.50      251.00      252.00      277.00      227.00      254.50      95          1502        
2388        威盛        30.90       31.25       30.55       30.75       33.80       27.70       30.75       36          825         
2401        凌陽        11.95       12.10       11.85       11.85       13.00       10.70       11.95       34          958         
2408        南亞科      83.90       85.40       82.10       83.80       92.10       75.50       84.80       531         12060       
2434        統懋        7.03        7.03        7.02        7.10        7.81        6.39        -           -           38          
2436        偉詮電      22.85       23.10       22.85       22.90       25.15       20.65       23.00       14          236         
2441        超豐        48.60       49.05       48.50       48.60       53.40       43.75       48.50       20          717         
2449        京元電子    34.80       34.85       34.30       34.70       38.15       31.25       34.70       536         4646        
2451        創見        79.50       80.10       79.20       79.90       87.80       72.00       79.50       31          572         
2454        聯發科      395.00      396.00      387.50      392.00      431.00      353.00      388.50      750         8991        
2458        義隆        88.50       89.50       88.40       88.00       96.80       79.20       88.50       415         3198        
2481        強茂        25.10       25.25       24.90       25.00       27.50       22.50       25.15       57          1091        
3006        晶豪科      36.20       36.20       35.60       35.80       39.35       32.25       35.70       194         1736        
3014        聯陽        41.60       41.85       41.40       41.55       45.70       37.40       41.50       15          702         
3016        嘉晶        51.30       52.70       51.10       51.00       56.10       45.90       52.10       451         6699        
3034        聯詠        211.50      213.50      210.50      212.00      233.00      191.00      213.00      302         3624        
3035        智原        48.80       49.05       48.25       48.90       53.70       44.05       48.60       154         2079        
3041        揚智        17.15       17.65       17.15       17.15       18.85       15.45       17.45       78          1858        
3054        立萬利      24.70       25.10       24.60       25.15       27.65       22.65       24.75       1           31          
3094        聯傑        18.05       18.10       17.95       18.00       19.80       16.20       18.10       7           213         
3189        景碩        52.90       54.00       52.40       52.40       57.60       47.20       53.70       195         5627        
3257        虹冠電      55.80       55.80       55.00       55.20       60.70       49.70       55.20       3           96          
3413        京鼎        190.00      193.00      186.00      187.00      205.50      168.50      186.00      159         1806        
3443        創意        242.00      242.50      237.00      239.50      263.00      216.00      238.00      65          1054        
3530        晶相光      113.50      114.50      110.00      112.50      123.50      101.50      111.50      558         9724        
3532        台勝科      134.00      144.00      132.50      131.00      144.00      118.00      144.00      45          12481       
3536        誠創        4.76        5.08        4.76        4.76        5.23        4.29        5.03        7           64          
3545        敦泰        31.95       31.95       30.90       31.60       34.75       28.45       31.80       791         11238       
3583        辛耘        56.20       57.10       56.10       56.10       61.70       50.50       56.80       3           139         
3588        通嘉        28.00       28.70       27.80       27.85       30.60       25.10       28.45       4           352         
3661        世芯-KY     211.50      217.00      211.50      208.00      228.50      187.50      216.50      575         5420        
3686        達能        4.17        4.30        4.17        4.27        4.69        3.85        4.29        2           27          
3711        日月光投控  74.70       77.90       74.70       75.60       83.10       68.10       76.40       983         8596        
4919        新唐        41.05       42.45       41.05       41.05       45.15       36.95       42.20       25          1045        
4952        凌通        30.70       30.80       30.55       30.55       33.60       27.50       30.65       2           63          
4961        天鈺        34.15       34.65       34.15       34.10       37.50       30.70       34.50       6           488         
4967        十銓        38.90       39.65       38.25       38.50       42.35       34.65       39.30       263         4578        
4968        立積        163.50      166.50      162.00      163.50      179.50      147.50      164.50      221         2085        
5269        祥碩        910.00      930.00      898.00      895.00      984.00      806.00      902.00      66          963         
5285        界霖        58.50       59.40       58.50       58.40       64.20       52.60       58.90       9           122         
5305        敦南        41.05       41.10       41.00       41.05       45.15       36.95       41.10       1           252         
5471        松翰        34.10       34.20       33.80       33.90       37.25       30.55       33.95       35          454         
6202        盛群        68.90       69.00       67.60       68.90       75.70       62.10       68.40       54          837         
6239        力成        111.50      115.00      111.50      113.00      124.00      102.00      114.00      279         4356        
6243        迅杰        9.60        9.74        9.45        9.60        10.55       8.64        9.60        3           295         
6257        矽格        35.90       36.00       35.60       35.85       39.40       32.30       35.75       71          2595        
6271        同欣電      157.00      158.50      154.50      157.00      172.50      141.50      157.50      224         3461        
6415        矽力-KY     1025.00     1110.00     1025.00     1010.00     1110.00     909.00      1100.00     25          823         
6451        訊芯-KY     137.00      141.00      136.50      136.00      149.50      122.50      139.00      96          1730        
6525        捷敏-KY     59.60       60.30       59.40       59.60       65.50       53.70       60.10       3           129         
6531        愛普        118.00      118.50      114.50      115.00      126.50      103.50      116.00      136         1624        
6533        晶心科      117.00      118.00      115.50      116.50      128.00      105.00      117.00      17          415         
6552        易華電      73.80       73.90       72.80       73.20       80.50       65.90       72.80       45          759         
6573        虹揚-KY     21.20       21.20       20.95       20.85       22.90       18.80       20.95       1           17          
8016        矽創        161.50      165.50      159.00      160.50      176.50      144.50      162.00      65          2177        
8028        昇陽半導體  65.50       66.20       65.00       65.70       72.20       59.20       66.00       36          745         
8081        致新        119.50      122.50      118.50      117.50      129.00      106.00      121.50      96          2601        
8110        華東        10.85       10.95       10.75       10.75       11.80       9.68        10.80       38          688         
