股票代號    公司簡稱    開盤        最高        最低        昨收        漲停價      跌停價      當盤成交價  當盤成交量  累積成交量  
2302        麗正        6.86        6.90        6.65        6.90        7.59        6.21        6.65        6           265         
2303        聯電        15.15       15.15       14.95       15.45       16.95       13.95       15.05       5238        82791       
2329        華泰        13.20       13.20       12.30       13.30       14.60       12.00       12.35       109         4649        
2330        台積電      307.50      310.00      305.50      315.00      346.50      283.50      305.50      7329        87466       
2337        旺宏        34.95       35.20       33.50       34.95       38.40       31.50       33.50       4692        75237       
2338        光罩        28.50       28.80       27.50       28.95       31.80       26.10       27.60       160         4280        
2342        茂矽        27.65       29.40       27.10       28.20       31.00       25.40       28.20       506         13533       
2344        華邦電      16.05       16.25       15.60       16.25       17.85       14.65       15.60       1793        34921       
2351        順德        57.20       57.40       56.00       58.20       64.00       52.40       56.00       19          512         
2363        矽統        7.94        8.08        7.62        7.98        8.77        7.19        7.66        64          5186        
2369        菱生        10.90       11.15       10.55       10.80       11.85       9.72        10.60       119         4730        
2379        瑞昱        229.00      232.50      227.50      236.00      259.50      212.50      229.50      332         3397        
2388        威盛        28.35       28.35       26.70       28.55       31.40       25.70       26.70       125         1328        
2401        凌陽        11.00       11.05       10.65       11.10       12.20       9.99        10.65       192         2196        
2408        南亞科      76.90       77.50       74.80       78.50       86.30       70.70       74.80       1212        13446       
2434        統懋        7.00        7.00        6.91        7.00        7.70        6.30        -           -           18          
2436        偉詮電      25.00       27.00       25.00       24.85       27.30       22.40       25.60       285         10200       
2441        超豐        46.20       46.20       45.05       46.35       50.90       41.75       45.55       84          1170        
2449        京元電子    33.55       34.25       32.80       34.00       37.40       30.60       32.80       553         9994        
2451        創見        79.30       80.20       77.80       79.40       87.30       71.50       77.80       39          1617        
2454        聯發科      368.50      371.00      361.00      378.50      416.00      341.00      366.50      770         11439       
2458        義隆        87.00       88.40       86.40       87.80       96.50       79.10       86.50       176         4212        
2481        強茂        25.35       25.50       24.00       25.40       27.90       22.90       24.05       115         2552        
3006        晶豪科      35.55       35.85       33.65       35.95       39.50       32.40       33.85       81          2808        
3014        聯陽        49.50       49.50       46.20       50.20       55.20       45.20       46.40       195         8342        
3016        嘉晶        52.80       53.30       50.20       53.50       58.80       48.15       50.60       246         6682        
3034        聯詠        199.00      202.00      195.00      203.50      223.50      183.50      195.00      416         5121        
3035        智原        44.70       44.75       42.80       45.05       49.55       40.55       42.80       156         2665        
3041        揚智        18.05       18.15       17.35       18.05       19.85       16.25       17.35       62          2165        
3054        立萬利      26.15       26.15       25.60       23.80       26.15       21.45       26.15       1           386         
3094        聯傑        19.80       19.80       18.60       19.90       21.85       17.95       18.60       36          993         
3189        景碩        52.00       52.20       49.00       52.70       57.90       47.45       49.20       360         7170        
3257        虹冠電      53.00       53.40       49.95       54.00       59.40       48.60       50.00       11          371         
3413        京鼎        156.00      158.00      150.00      161.00      177.00      145.00      152.00      75          1820        
3443        創意        233.50      233.50      222.00      235.00      258.50      211.50      222.00      79          907         
3530        晶相光      113.50      119.00      105.00      114.00      125.00      103.00      105.00      331         12690       
3532        台勝科      143.00      144.00      138.50      142.00      156.00      128.00      140.00      144         2993        
