股票代號    公司簡稱    開盤        最高        最低        昨收        漲停價      跌停價      當盤成交價  當盤成交量  累積成交量  
2302        麗正        7.00        7.04        6.91        7.03        7.73        6.33        -           -           61          
2303        聯電        14.95       15.45       14.95       15.30       16.80       13.80       15.25       6172        89587       
2329        華泰        12.05       12.85       12.05       12.80       14.05       11.55       12.75       146         2800        
2330        台積電      308.00      317.00      308.00      316.00      347.50      284.50      311.00      6779        79612       
2337        旺宏        30.60       32.85       30.45       33.00       36.30       29.70       31.70       3571        88794       
2338        光罩        27.40       28.25       27.15       28.80       31.65       25.95       27.70       296         10622       
2342        茂矽        27.65       29.70       27.30       27.00       29.70       24.30       29.70       43          28569       
2344        華邦電      15.50       16.25       15.15       16.00       17.60       14.40       15.80       1870        37942       
2351        順德        58.70       59.60       57.70       59.10       65.00       53.20       58.90       17          461         
2363        矽統        7.31        7.58        7.20        7.44        8.18        6.70        7.35        152         1649        
2369        菱生        10.50       11.00       10.40       10.70       11.75       9.63        10.95       290         4485        
2379        瑞昱        216.00      226.50      209.00      225.00      247.50      202.50      225.00      288         6927        
2388        威盛        27.55       28.75       27.55       28.75       31.60       25.90       27.75       79          1207        
2401        凌陽        10.75       11.10       10.60       11.00       12.10       9.90        10.95       23          1516        
2408        南亞科      75.20       78.00       74.30       77.30       85.00       69.60       76.30       947         22065       
2434        統懋        7.00        7.00        7.00        7.02        7.72        6.32        -           -           35          
2436        偉詮電      21.30       21.90       21.20       21.90       24.05       19.75       21.65       11          530         
2441        超豐        46.00       46.45       45.30       47.20       51.90       42.50       46.00       128         1720        
2449        京元電子    31.35       32.60       31.30       32.75       36.00       29.50       32.30       461         8721        
2451        創見        77.20       78.50       77.10       78.10       85.90       70.30       78.00       53          1367        
2454        聯發科      356.00      368.00      353.50      360.00      396.00      324.00      363.00      585         11454       
2458        義隆        82.20       84.50       81.20       84.00       92.40       75.60       83.40       168         3441        
2481        強茂        23.40       24.90       23.30       24.30       26.70       21.90       24.50       52          2058        
3006        晶豪科      33.40       35.45       33.40       34.35       37.75       30.95       34.80       74          1897        
3014        聯陽        43.50       45.15       43.10       44.10       48.50       39.70       44.85       76          4114        
3016        嘉晶        49.00       54.80       48.50       49.85       54.80       44.90       54.80       16          17601       
3034        聯詠        191.00      201.50      189.00      195.50      215.00      176.00      197.50      338         6628        
3035        智原        42.50       46.20       42.40       44.05       48.45       39.65       45.00       140         3659        
3041        揚智        16.75       17.40       16.50       16.90       18.55       15.25       17.10       92          1690        
3054        立萬利      24.85       24.85       24.20       24.40       26.80       22.00       24.25       1           12          
3094        聯傑        18.05       19.25       17.95       18.05       19.85       16.25       18.95       27          1447        
3189        景碩        50.00       53.50       50.00       51.60       56.70       46.45       52.80       168         5533        
3257        虹冠電      53.00       54.10       52.80       54.00       59.40       48.60       53.60       3           97          
3413        京鼎        156.00      170.50      156.00      167.00      183.50      150.50      166.00      51          1092        
