股票代號    公司簡稱    開盤        最高        最低        昨收        漲停價      跌停價      當盤成交價  當盤成交量  累積成交量  
2302        麗正        7.04        7.12        7.04        7.04        7.74        6.34        7.12        5           94
2303        聯電        16.40       16.40       16.10       16.40       18.00       14.80       16.15       2753        44074
2329        華泰        13.05       13.20       12.95       13.05       14.35       11.75       13.05       52          1344
2330        台積電      324.50      326.50      322.00      331.50      364.50      298.50      322.00      7510        61560
2337        旺宏        38.50       38.65       38.00       38.70       42.55       34.85       38.15       1767        35843
2338        光罩        31.00       31.45       30.80       31.30       34.40       28.20       30.90       217         3300
2342        茂矽        20.10       22.45       20.10       20.45       22.45       18.45       21.60       535         10684
2344        華邦電      16.65       16.85       16.50       16.75       18.40       15.10       16.60       1123        16179
2351        順德        63.50       64.00       62.00       63.50       69.80       57.20       62.40       5           503
2363        矽統        7.70        7.90        7.70        7.67        8.43        6.91        7.80        34          911
2369        菱生        10.20       10.45       10.15       10.25       11.25       9.23        10.40       88          2059
2379        瑞昱        253.00      255.50      249.00      254.00      279.00      229.00      252.00      125         1838
2388        威盛        30.40       31.00       30.40       30.40       33.40       27.40       30.75       34          454
2401        凌陽        11.80       11.95       11.80       11.85       13.00       10.70       11.85       33          781
2408        南亞科      87.10       87.20       83.80       88.00       96.80       79.20       83.80       1429        21592
2434        統懋        7.00        7.25        7.00        7.01        7.71        6.31        7.10        6           19
2436        偉詮電      22.80       23.00       22.75       22.90       25.15       20.65       22.90       4           175
2441        超豐        48.75       48.75       48.00       48.60       53.40       43.75       48.60       30          615
2449        京元電子    34.95       35.40       34.70       35.40       38.90       31.90       34.70       357         8315
2451        創見        80.40       81.00       79.10       80.30       88.30       72.30       79.90       45          598
2454        聯發科      394.00      396.50      392.00      398.00      437.50      358.50      392.00      694         7476
2458        義隆        87.50       88.60       87.40       88.10       96.90       79.30       88.00       89          2859
2481        強茂        25.00       25.25       24.85       24.80       27.25       22.35       25.00       77          1568
3006        晶豪科      35.60       36.50       35.55       35.75       39.30       32.20       35.80       88          2258
3014        聯陽        41.50       41.60       41.30       41.55       45.70       37.40       41.55       27          624
3016        嘉晶        51.70       52.60       50.70       52.20       57.40       47.00       51.00       416         5899
3034        聯詠        215.50      216.00      211.00      216.50      238.00      195.00      212.00      297         4229
3035        智原        48.00       49.00       47.90       48.45       53.20       43.65       48.90       120         2377
