股票代號    公司簡稱    開盤        最高        最低        昨收        漲停價      跌停價      當盤成交價  當盤成交量  累積成交量  
2302        麗正        7.10        7.15        7.06        7.17        7.88        6.46        7.15        2           153         
2303        聯電        15.60       16.10       15.60       15.80       17.35       14.25       15.90       3194        39119       
2329        華泰        12.60       13.00       12.55       12.95       14.20       11.70       13.00       182         2088        
2330        台積電      320.00      323.50      317.50      320.00      352.00      288.00      322.00      3956        36043       
2337        旺宏        35.60       36.15       35.25       36.00       39.60       32.40       35.60       2590        50396       
2338        光罩        29.95       30.50       29.65       30.60       33.65       27.55       30.50       197         3842        
2342        茂矽        25.00       27.80       24.20       25.50       28.05       22.95       27.60       803         20238       
2344        華邦電      16.70       17.05       16.60       16.90       18.55       15.25       17.00       1181        22674       
2351        順德        59.00       60.50       59.00       60.90       66.90       54.90       60.40       15          401         
2363        矽統        7.62        7.93        7.57        7.71        8.48        6.94        7.74        202         4847        
2369        菱生        10.05       10.55       10.00       10.20       11.20       9.18        10.35       101         4231        
2379        瑞昱        236.50      242.00      234.00      239.00      262.50      215.50      239.00      765         3735        
2388        威盛        29.15       29.95       29.15       30.10       33.10       27.10       29.75       84          1444        
2401        凌陽        11.40       11.55       11.35       11.65       12.80       10.50       11.45       45          1551        
2408        南亞科      83.20       83.90       82.90       84.50       92.90       76.10       83.30       610         14250       
2434        統懋        6.99        7.00        6.41        7.09        7.79        6.39        6.41        13          49          
2436        偉詮電      22.30       22.65       22.25       22.70       24.95       20.45       22.60       8           217         
2441        超豐        47.00       47.70       46.40       47.70       52.40       42.95       47.60       20          547         
2449        京元電子    34.50       34.90       34.10       35.10       38.60       31.60       34.35       272         5909        
2451        創見        77.30       78.00       77.00       78.00       85.80       70.20       77.80       23          520         
2454        聯發科      374.50      383.00      371.00      377.00      414.50      339.50      378.50      523         10214       
2458        義隆        85.20       87.50       85.20       87.00       95.70       78.30       87.30       82          1853        
2481        強茂        24.50       25.05       24.45       24.90       27.35       22.45       24.95       50          1113        
3006        晶豪科      34.50       35.75       34.50       35.45       38.95       31.95       35.45       73          1420        
3014        聯陽        44.00       44.50       43.50       44.35       48.75       39.95       44.20       122         3509        
3016        嘉晶        52.60       53.20       52.00       53.20       58.50       47.90       53.00       179         3655        
3034        聯詠        201.00      205.50      200.00      203.50      223.50      183.50      203.50      307         3220        
