股票代號    公司簡稱    開盤        最高        最低        昨收        漲停價      跌停價      當盤成交價  當盤成交量  累積成交量  
2302        麗正        6.45        6.45        5.85        6.47        7.11        5.83        5.90        5           317         
2303        聯電        14.60       14.65       13.85       14.80       16.25       13.35       14.35       10331       138126      
2329        華泰        12.00       12.00       10.95       12.15       13.35       10.95       11.15       98          6280        
2330        台積電      299.00      299.00      287.00      302.00      332.00      272.00      294.00      5972        113131      
2337        旺宏        32.95       32.95       30.25       33.40       36.70       30.10       30.65       2782        76817       
2338        光罩        28.55       28.60       26.60       28.85       31.70       26.00       26.90       327         11107       
2342        茂矽        28.60       28.70       25.65       28.40       31.20       25.60       26.20       470         16785       
2344        華邦電      15.40       15.45       14.15       15.65       17.20       14.10       14.20       1516        55721       
2351        順德        53.20       53.20       49.25       54.70       60.10       49.25       49.25       9           1150        
2363        矽統        7.34        7.45        6.80        7.46        8.20        6.72        6.88        62          3790        
2369        菱生        10.45       10.45       9.90        10.55       11.60       9.50        10.05       117         5414        
2379        瑞昱        221.00      221.50      203.00      225.00      247.50      202.50      205.00      383         6817        
2388        威盛        26.05       26.05       23.60       26.20       28.80       23.60       23.70       65          1693        
2401        凌陽        10.35       10.40       9.78        10.50       11.55       9.45        9.83        94          3593        
2408        南亞科      70.80       71.10       65.50       72.60       79.80       65.40       66.00       986         29749       
2434        統懋        6.73        6.76        6.22        6.80        7.48        6.12        -           -           49          
2436        偉詮電      23.10       23.20       21.35       23.50       25.85       21.15       21.50       108         2220        
2441        超豐        45.10       45.10       43.10       45.55       50.10       41.00       44.00       139         1555        
2449        京元電子    33.00       33.00       30.75       33.50       36.85       30.15       31.10       446         13639       
2451        創見        75.00       76.40       74.60       76.00       83.60       68.40       76.40       217         2359        
2454        聯發科      356.00      358.50      336.00      363.00      399.00      327.00      336.00      1321        19174       
2458        義隆        83.50       83.60       79.70       84.30       92.70       75.90       80.50       210         6754        
2481        強茂        23.50       23.55       21.60       23.95       26.30       21.60       21.65       96          4598        
3006        晶豪科      35.85       36.00       32.50       36.00       39.60       32.40       32.50       283         8420        
3014        聯陽        45.80       45.80       43.80       46.20       50.80       41.60       44.90       159         4893        
3016        嘉晶        53.40       54.60       50.00       54.20       59.60       48.80       51.00       641         18338       
