股票代號    公司簡稱    開盤        最高        最低        昨收        漲停價      跌停價      當盤成交價  當盤成交量  累積成交量  
2302        麗正        5.47        5.56        5.36        5.50        6.05        4.95        5.44        1           169         
2303        聯電        14.00       14.10       13.75       14.05       15.45       12.65       13.90       11383       80961       
2329        華泰        10.25       10.55       9.69        10.20       11.20       9.18        9.82        119         4574        
2330        台積電      285.00      291.00      275.50      290.00      319.00      261.00      276.50      10943       103257      
2337        旺宏        29.35       30.20       27.20       29.10       32.00       26.20       27.20       4010        67061       
2338        光罩        25.40       26.15       23.80       25.00       27.50       22.50       24.15       320         7776        
2342        茂矽        25.95       26.50       23.25       25.80       28.35       23.25       23.25       657         10719       
2344        華邦電      13.70       13.95       12.45       13.60       14.95       12.25       12.50       2301        46617       
2351        順德        43.90       45.35       42.75       44.75       49.20       40.30       42.75       31          1014        
2363        矽統        6.50        6.61        6.06        6.45        7.09        5.81        6.06        182         2347        
2369        菱生        9.54        9.69        8.84        9.54        10.45       8.59        8.85        64          3303        
2379        瑞昱        198.00      201.00      187.00      201.50      221.50      181.50      187.00      493         7338        
2388        威盛        21.90       22.50       19.85       21.95       24.10       19.80       20.00       85          1288        
2401        凌陽        9.10        9.30        8.75        9.10        10.00       8.19        8.81        67          1970        
2408        南亞科      63.30       64.30       58.60       62.90       69.10       56.70       59.20       1030        17242       
2434        統懋        6.29        6.30        6.00        6.29        6.91        5.67        -           -           86          
2436        偉詮電      22.50       22.65       21.25       22.10       24.30       19.90       21.25       160         2116        
2441        超豐        42.05       42.15       39.95       42.40       46.60       38.20       40.15       117         1309        
2449        京元電子    30.60       32.45       30.20       30.40       33.40       27.40       30.50       413         17013       
2451        創見        75.00       75.00       73.00       75.00       82.50       67.50       73.00       64          1519        
2454        聯發科      333.00      342.50      320.00      341.00      375.00      307.00      320.00      1133        12095       
2458        義隆        77.10       79.10       75.00       77.10       84.80       69.40       75.00       252         5043        
2481        強茂        20.00       20.30       17.90       19.85       21.80       17.90       17.90       294         5336        
3006        晶豪科      31.10       31.20       28.40       30.50       33.55       27.45       28.50       163         4590        
3014        聯陽        42.70       43.40       40.50       43.55       47.90       39.20       40.50       218         4016        
3016        嘉晶        52.00       53.20       49.20       51.90       57.00       46.75       49.50       471         12918       
3034        聯詠        180.00      183.00      171.50      178.50      196.00      161.00      171.50      491         5297        
3035        智原        34.60       35.85       32.50       34.55       38.00       31.10       32.70       277         6034        
3041        揚智        16.10       16.15       14.25       15.80       17.35       14.25       14.30       94          6114        
3054        立萬利      23.40       24.25       22.95       24.10       26.50       21.70       23.80       4           18          
3094        聯傑        16.65       17.00       15.70       16.90       18.55       15.25       16.00       35          434         
3189        景碩        42.75       42.75       39.00       42.75       47.00       38.50       39.00       382         6349        
3257        虹冠電      48.65       48.65       45.65       48.05       52.80       43.25       48.10       20          591         
3413        京鼎        122.00      125.00      110.50      120.00      132.00      108.00      111.00      112         3584        
3443        創意        190.00      194.50      181.50      186.00      204.50      167.50      181.50      102         1944        
3530        晶相光      88.10       90.70       80.90       89.80       98.70       80.90       80.90       157         3244        
3532        台勝科      139.50      143.00      134.00      139.00      152.50      125.50      134.00      182         3157        
3536        誠創        3.95        3.95        3.95        3.95        4.34        3.56        -           -           1           
3545        敦泰        27.10       28.80       25.90       26.65       29.30       24.00       26.30       367         9794        
3583        辛耘        43.20       43.55       40.20       42.75       47.00       38.50       40.30       22          503         
3588        通嘉        23.40       24.30       22.10       23.85       26.20       21.50       22.45       21          485         
3661        世芯-KY     191.00      196.00      171.50      189.50      208.00      171.00      173.00      391         11130       
3686        達能        3.56        3.56        3.33        3.69        4.05        3.33        -           -           1572        
3711        日月光投控  60.50       61.00       59.30       61.00       67.10       54.90       59.30       1576        18329       
4919        新唐        35.80       35.80       32.25       35.00       38.50       31.50       32.25       151         1614        
4952        凌通        27.50       29.00       27.00       28.00       30.80       25.20       27.25       21          520         
4961        天鈺        25.70       26.00       23.90       25.20       27.70       22.70       24.05       52          1011        
4967        十銓        39.80       40.70       36.20       40.20       44.20       36.20       36.20       15          9007        
4968        立積        135.00      140.50      122.00      135.50      149.00      122.00      122.00      36          4949        
5269        祥碩        740.00      757.00      684.00      741.00      815.00      667.00      684.00      132         1399        
5285        界霖        44.25       44.50       40.60       44.20       48.60       39.80       40.60       42          544         
5305        敦南        39.50       39.75       39.15       39.25       43.15       35.35       39.25       30          632         
5471        松翰        33.60       35.95       33.60       32.95       36.20       29.70       34.20       648         14767       
6202        盛群        61.10       64.20       61.10       60.60       66.60       54.60       61.80       164         3541        
6239        力成        88.00       89.00       85.00       88.70       97.50       79.90       85.80       427         5388        
6243        迅杰        6.90        7.70        6.80        7.00        7.70        6.30        6.85        10          127         
6257        矽格        33.20       33.60       31.60       33.20       36.50       29.90       31.85       182         5290        
6271        同欣電      115.00      117.00      107.00      116.00      127.50      104.50      107.50      318         4572        
6415        矽力-KY     938.00      984.00      864.00      960.00      1055.00     864.00      864.00      24          1266        
