股票代號    公司簡稱    開盤        最高        最低        昨收        漲停價      跌停價      當盤成交價  當盤成交量  累積成交量  
2302        麗正        7.01        7.07        7.01        7.02        7.72        6.32        7.02        1           83
2303        聯電        16.00       16.05       15.70       15.80       17.35       14.25       15.70       5720        59060
2329        華泰        13.00       13.60       13.00       12.80       14.05       11.55       13.40       298         10194
2330        台積電      325.00      326.00      323.00      320.50      352.50      288.50      323.00      5686        37756
2337        旺宏        34.10       35.15       34.05       33.50       36.85       30.15       35.00       3190        65755
2338        光罩        29.55       29.80       29.35       29.05       31.95       26.15       29.55       121         3498
2342        茂矽        30.35       30.35       29.20       29.80       32.75       26.85       29.40       721         7881
2344        華邦電      16.85       16.95       16.65       16.60       18.25       14.95       16.65       1212        18260
2351        順德        59.00       59.60       58.40       58.00       63.80       52.20       59.00       7           461
2363        矽統        8.06        8.16        7.89        7.80        8.58        7.02        7.97        277         11697
2369        菱生        11.15       11.20       11.00       11.15       12.25       10.05       11.05       213         3292
2379        瑞昱        233.50      238.00      232.00      229.00      251.50      206.50      237.50      412         3168
2388        威盛        29.20       29.50       28.90       28.75       31.60       25.90       29.00       65          891
2401        凌陽        11.30       11.35       11.15       11.20       12.30       10.10       11.20       72          1366
2408        南亞科      79.30       80.60       79.20       78.60       86.40       70.80       80.10       685         14279
2434        統懋        7.00        7.00        7.00        7.00        7.70        6.30        -           -           18
2436        偉詮電      22.70       22.85       22.60       22.40       24.60       20.20       22.60       44          373
2441        超豐        46.95       47.40       46.85       46.95       51.60       42.30       47.05       13          579
2449        京元電子    34.65       34.85       34.25       34.05       37.45       30.65       34.25       481         4926
2451        創見        79.90       80.90       79.30       79.30       87.20       71.40       79.40       30          472
2454        聯發科      377.50      385.00      376.00      370.50      407.50      333.50      385.00      1260        10706
2458        義隆        87.50       88.70       87.20       86.60       95.20       78.00       87.80       172         4243
2481        強茂        25.90       26.00       25.65       25.65       28.20       23.10       25.70       109         2113
3006        晶豪科      36.40       37.15       36.10       35.85       39.40       32.30       36.10       203         3270
3014        聯陽        46.30       46.75       46.25       45.90       50.40       41.35       46.55       149         3195
3016        嘉晶        56.90       57.10       55.40       55.90       61.40       50.40       55.60       788         11058
3034        聯詠        205.00      206.00      204.00      203.50      223.50      183.50      204.50      193         3933
3035        智原        45.80       46.20       45.60       45.05       49.55       40.55       45.90       59          1842
3041        揚智        18.15       18.45       17.90       17.95       19.70       16.20       17.90       196         2836
3054        立萬利      24.30       24.30       24.00       23.95       26.30       21.60       24.00       2           8
3094        聯傑        19.15       19.50       19.05       19.05       20.95       17.15       19.20       11          581
3189        景碩        53.50       53.50       52.40       52.70       57.90       47.45       52.50       304         3473
3257        虹冠電      53.50       54.20       53.50       53.50       58.80       48.15       54.20       2           25
3413        京鼎        166.50      168.50      163.50      163.50      179.50      147.50      165.00      42          891
3443        創意        232.50      235.00      229.00      229.00      251.50      206.50      229.50      44          728
3530        晶相光      113.00      114.00      111.50      112.00      123.00      101.00      113.50      310         3047
3532        台勝科      142.50      147.50      140.50      142.00      156.00      128.00      146.00      260         4465
3536        誠創        4.95        4.95        4.40        4.60        5.06        4.14        -           -           21
3545        敦泰        31.00       31.50       30.50       30.65       33.70       27.60       31.00       293         8282
3583        辛耘        53.60       54.10       53.30       52.70       57.90       47.45       53.50       4           183
3588        通嘉        29.20       29.20       28.50       28.60       31.45       25.75       28.50       4           242
3661        世芯-KY     241.00      246.00      235.00      237.00      260.50      213.50      235.00      979         12272
3686        達能        4.20        4.39        4.20        4.34        4.77        3.91        -           -           141
3711        日月光投控  73.00       73.90       72.20       72.50       79.70       65.30       73.60       573         8580
4919        新唐        42.00       42.30       41.75       41.45       45.55       37.35       42.00       38          812
4952        凌通        30.65       30.90       30.65       30.55       33.60       27.50       30.80       2           72
4961        天鈺        32.50       32.75       32.40       31.95       35.10       28.80       32.45       5           348
4967        十銓        47.35       48.40       45.50       45.90       50.40       41.35       47.10       637         13193
4968        立積        167.00      169.00      164.50      162.50      178.50      146.50      167.00      398         5522
5269        祥碩        822.00      882.00      820.00      802.00      882.00      722.00      882.00      51          1997
5285        界霖        54.80       56.00       54.40       54.20       59.60       48.80       54.50       10          156
5305        敦南        40.80       40.85       40.70       40.75       44.80       36.70       40.75       4           229
5471        松翰        40.30       42.65       39.70       39.15       43.05       35.25       42.00       1407        34486
6202        盛群        72.90       72.90       70.20       71.20       78.30       64.10       70.20       414         6961
6239        力成        106.00      107.50      104.50      104.50      114.50      94.10       105.00      384         4778
6243        迅杰        9.20        9.20        9.09        9.05        9.95        8.15        9.09        8           50
6257        矽格        36.00       36.95       36.00       35.50       39.05       31.95       36.90       431         11037
6271        同欣電      152.00      153.00      150.00      150.50      165.50      135.50      152.00      186         3125
6415        矽力-KY     1070.00     1130.00     1065.00     1045.00     1145.00     941.00      1085.00     54          902
6451        訊芯-KY     128.00      130.00      124.50      125.00      137.50      112.50      126.50      59          2127
6525        捷敏-KY     58.50       59.10       58.20       57.80       63.50       52.10       59.00       11          203
6531        愛普        130.00      137.50      128.50      126.50      139.00      114.00      135.00      335         4829
6533        晶心科      107.50      109.00      107.00      106.00      116.50      95.40       108.00      27          381
6552        易華電      71.70       72.70       71.70       71.30       78.40       64.20       71.70       26          516
6573        虹揚-KY     19.75       20.30       19.50       19.30       21.20       17.40       19.80       1           55
8016        矽創        158.50      165.00      158.00      155.00      170.50      139.50      162.00      236         5417
8028        昇陽半導體  61.20       62.70       61.20       61.10       67.20       55.00       61.80       45          1004
8081        致新        111.50      115.00      111.50      109.50      120.00      98.60       114.50      47          1449
8110        華東        10.40       10.60       10.40       10.30       11.30       9.27        10.45       33          568
8131        福懋科      41.15       41.15       40.70       40.50       44.55       36.45       40.85       57          995
8150        南茂        29.85       30.25       29.70       29.40       32.30       26.50       30.10       209         6685
8261        富鼎        26.35       26.90       25.95       26.20       28.80       23.60       26.05       37          497
8271        宇瞻        44.50       46.65       44.20       42.45       46.65       38.25       46.65       17          12179
2301        光寶科      45.25       45.65       44.85       45.10       49.60       40.60       44.85       753         10298
2305        全友        6.00        6.03        5.91        6.00        6.60        5.40        5.97        10          199
2324        仁寶        18.20       18.30       18.10       18.20       20.00       16.40       18.15       645         12308
2331        精英        11.35       11.70       11.35       11.30       12.40       10.20       11.55       6           304
2352        佳世達      19.05       19.15       19.00       18.90       20.75       17.05       19.00       67          3439
2353        宏碁        16.50       16.60       16.40       16.35       17.95       14.75       16.50       449         4968
2356        英業達      23.20       23.35       23.20       23.15       25.45       20.85       23.20       500         6876
2357        華碩        205.00      206.50      203.00      204.00      224.00      184.00      203.00      196         1609
2362        藍天        31.80       31.95       31.70       31.60       34.75       28.45       31.75       27          228
2364        倫飛        1.81        2.00        1.81        2.01        2.21        1.81        1.96        9           77
2365        昆盈        7.41        7.50        7.39        7.38        8.11        6.65        7.44        5           366
2376        技嘉        52.80       52.90       52.10       51.90       57.00       46.75       52.60       295         4706
2377        微星        90.80       92.20       90.60       90.20       99.20       81.20       91.70       176         2780
2380        虹光        3.91        3.94        3.88        3.85        4.23        3.47        3.88        20          80
2382        廣達        62.10       62.70       61.80       62.10       68.30       55.90       62.30       413         7909
2387        精元        33.40       33.95       32.95       32.85       36.10       29.60       33.05       55          1569
2395        研華        297.00      302.00      296.00      297.00      326.50      267.50      296.50      59          621
2397        友通        80.00       80.10       79.60       79.20       87.10       71.30       79.70       4           113
2399        映泰        10.20       10.30       10.20       10.10       11.10       9.09        10.25       28          678
2405        浩鑫        10.10       10.20       10.05       9.94        10.90       8.95        10.15       59          993
2417        圓剛        13.50       13.95       13.15       13.50       14.85       12.15       13.25       866         20295
2424        隴華        25.55       25.55       25.55       25.50       28.05       22.95       -           -           2
2425        承啟        28.10       28.10       27.60       27.80       30.55       25.05       27.80       18          318
2442        新美齊      9.25        9.41        9.25        9.17        10.05       8.26        9.34        17          665
2465        麗臺        10.00       10.35       10.00       9.74        10.70       8.77        10.10       2           116
3002        歐格        10.30       10.35       10.15       10.20       11.20       9.18        10.30       1           45
3005        神基        50.10       51.20       50.00       49.80       54.70       44.85       51.00       85          2687
3013        晟銘電      12.05       12.05       11.80       11.95       13.10       10.80       11.95       8           213
3017        奇鋐        33.45       34.30       33.45       32.95       36.20       29.70       34.10       456         9762
3022        威強電      45.65       45.85       45.45       45.45       49.95       40.95       45.70       4           55
3046        建碁        14.20       14.25       14.00       13.90       15.25       12.55       -           -           11
3057        喬鼎        6.22        6.28        6.22        6.21        6.83        5.59        6.23        10          95
3060        銘異        15.65       15.85       14.70       15.65       17.20       14.10       14.90       198         3692
3231        緯創        27.30       27.50       27.05       27.20       29.90       24.50       27.20       858         9352
3416        融程電      55.70       55.70       55.20       55.20       60.70       49.70       55.30       1           70
3494        誠研        4.27        4.33        4.25        4.27        4.69        3.85        4.31        7           73
