股票代號    公司簡稱    開盤        最高        最低        昨收        漲停價      跌停價      當盤成交價  當盤成交量  累積成交量  
2302        麗正        5.4500      5.8000      5.4500      5.2800      5.8000      4.7600      -           -           598
2303        聯電        14.1500     14.2000     13.9500     14.1000     15.5000     12.7000     14.1000     6818        74576
2329        華泰        9.7600      9.8400      9.4300      9.5600      10.5000     8.6100      9.5300      243         5651
2330        台積電      279.5000    280.0000    275.5000    277.0000    304.5000    249.5000    280.0000    6864        52605
2337        旺宏        26.9500     27.1000     25.4000     26.6000     29.2500     23.9500     26.4500     1476        69138
2338        光罩        24.1000     24.7000     23.3000     24.1000     26.5000     21.7000     24.7000     632         9570
2342        茂矽        20.1500     20.9000     19.1500     20.2000     22.2000     18.2000     20.9000     347         5182
2344        華邦電      11.7500     11.7500     11.1000     11.6500     12.8000     10.5000     11.6500     897         30039
2351        順德        37.6000     38.3500     36.6000     37.5000     41.2500     33.7500     38.2000     34          826
2363        矽統        8.1000      8.3100      8.0000      8.0300      8.8300      7.2300      8.2000      161         7279
2369        菱生        7.9800      8.3300      7.7700      7.7400      8.5100      6.9700      8.2100      115         5734
2379        瑞昱        197.5000    205.0000    191.5000    191.0000    210.0000    172.0000    201.0000    346         5367
2388        威盛        19.9500     19.9500     18.9500     19.1500     21.0500     17.2500     19.2000     57          796
2401        凌陽        8.5700      8.6000      8.3900      8.5300      9.3800      7.6800      8.5300      17          1174
2408        南亞科      53.8000     55.4000     50.6000     52.6000     57.8000     47.3500     54.0000     1323        30895
2434        統懋        5.2000      5.8500      5.0000      5.3700      5.9000      4.8400      5.8500      1           55
2436        偉詮電      22.1000     22.1000     21.4000     22.0000     24.2000     19.8000     21.7500     45          855
2441        超豐        37.5500     38.5000     36.9500     37.5500     41.3000     33.8000     37.7500     71          922
2449        京元電子    31.3500     32.3000     30.8500     30.9000     33.9500     27.8500     32.1000     523         15835
2451        創見        68.7000     69.7000     68.0000     68.3000     75.1000     61.5000     69.5000     61          546
2454        聯發科      339.0000    345.0000    328.0000    334.5000    367.5000    301.5000    343.5000    716         11524
2458        義隆        78.2000     82.5000     76.4000     77.1000     84.8000     69.4000     81.8000     258         9668
2481        強茂        18.6000     18.6500     17.5500     18.2500     20.0500     16.4500     18.2000     155         4175
3006        晶豪科      27.0500     27.7500     26.7000     26.8000     29.4500     24.1500     27.6000     76          2283
3014        聯陽        38.9000     39.1500     37.9000     38.6500     42.5000     34.8000     39.0000     74          1850
3016        嘉晶        48.5000     48.5000     46.7500     47.7000     52.4000     42.9500     48.1500     307         5532
3034        聯詠        173.0000    173.0000    167.0000    169.0000    185.5000    152.5000    171.0000    383         5424
3035        智原        37.1500     37.1500     35.6000     36.4000     40.0000     32.8000     36.5000     61          1937
3041        揚智        12.4000     12.5000     12.0500     12.4000     13.6000     11.2000     12.5000     84          1660
3054        立萬利      23.9500     24.7500     23.6500     23.4000     25.7000     21.1000     24.3000     2           28
3094        聯傑        15.5000     15.5000     15.0500     15.4000     16.9000     13.9000     15.4500     21          304
3189        景碩        35.6500     36.7500     35.4000     35.6000     39.1500     32.0500     36.5000     115         4200
3257        虹冠電      47.1000     47.8000     46.6500     47.1000     51.8000     42.4000     47.8000     11          35
3413        京鼎        116.0000    119.0000    110.5000    112.0000    123.0000    101.0000    118.0000    145         4195
3443        創意        181.0000    185.0000    176.0000    179.0000    196.5000    161.5000    182.5000    78          1721
3530        晶相光      73.9000     73.9000     69.1000     72.2000     79.4000     65.0000     73.0000     100         2559
3532        台勝科      133.5000    134.0000    127.0000    132.0000    145.0000    119.0000    131.5000    132         2203
3536        誠創        2.9300      2.9400      2.9300      2.6800      2.9400      2.4200      -           -           7
3545        敦泰        26.8000     28.2500     26.7500     26.7000     29.3500     24.0500     27.9500     184         6196
3583        辛耘        39.2000     39.2500     38.1000     39.1500     43.0500     35.2500     39.0000     8           285
3588        通嘉        23.6000     23.8500     23.0000     24.0500     26.4500     21.6500     23.6000     1           113
3661        世芯-KY     192.5000    198.5000    186.0000    192.5000    211.5000    173.5000    197.5000    316         7910
3686        達能        2.9500      3.0500      2.8600      2.9000      3.1900      2.6100      2.8600      50          837
3711        日月光投控  61.0000     61.0000     58.1000     58.9000     64.7000     53.1000     59.8000     1350        14937
4919        新唐        30.6000     30.9500     29.8000     30.6000     33.6500     27.5500     30.8000     26          863
4952        凌通        25.8000     26.0000     25.0500     25.8000     28.3500     23.2500     25.9000     3           177
4961        天鈺        23.1500     23.2000     22.2000     22.9000     25.1500     20.6500     22.9500     14          518
4967        十銓        31.6000     31.6000     31.6000     28.7500     31.6000     25.9000     31.6000     1           716
4968        立積        120.0000    123.0000    115.5000    119.0000    130.5000    107.5000    119.0000    142         3831
5269        祥碩        698.0000    750.0000    680.0000    701.0000    771.0000    631.0000    743.0000    102         1816
5285        界霖        38.5000     38.5000     36.7500     37.9000     41.6500     34.1500     37.7000     4           160
5305        敦南        39.3000     39.5000     39.2000     38.2500     42.0500     34.4500     39.5000     32          1089
5471        松翰        34.5000     35.4500     34.2000     34.2500     37.6500     30.8500     35.0000     152         3706
6202        盛群        60.5000     60.5000     59.2000     59.3000     65.2000     53.4000     60.3000     108         1397
6239        力成        81.5000     84.5000     79.4000     80.4000     88.4000     72.4000     83.2000     385         5653
6243        迅杰        5.9200      5.9200      5.5700      5.9300      6.5200      5.3400      5.8500      6           84
6257        矽格        31.2500     31.3500     30.4000     31.1500     34.2500     28.0500     31.0000     141         3649
6271        同欣電      105.5000    109.5000    102.5000    105.5000    116.0000    95.0000     108.5000    77          3772
